Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI
Age 0-10 Female,0.0165,0.008096,1.016636877,1.00063204,1.032898,0.079684,0.065594,1.008000232,0.995123903,1.021043,0.000815,0.000991,1.010486603,0.985673408,1.035924,0.003233,0.000972,1.021236859,1.008668576,1.033962
Age 0-10 Male,0.017251,0.007049,1.017400658,1.003440866,1.031555,0.107465,0.057973,1.010804451,0.999383982,1.022355,0.001219,0.00087,1.015725566,0.993795965,1.038139,0.002291,0.000847,1.015002931,1.004109139,1.026015
Age 11-60 All,0.008642,0.005307,1.00867945,0.998241827,1.019226,0.060578,0.044933,1.006076186,0.997254707,1.014976,0.000981,0.000644,1.012635968,0.9964066,1.029130,0.001036,0.000651,1.006756724,0.998441476,1.015141
Age 11-60 Female,0.006818,0.006164,1.006841295,0.994750388,1.019079,0.051137,0.052034,1.005126797,0.994927943,1.015430,0.001172,0.000747,1.015114689,0.996267846,1.034318,0.000657,0.000756,1.004279632,0.994653404,1.013999
Age 11-60 Male,0.010603,0.005845,1.010659411,0.999147164,1.022304,0.070887,0.049653,1.007113884,0.997360202,1.016963,0.000773,0.000711,1.009943511,0.992088296,1.028120,0.001445,0.000717,1.009436748,1.000257953,1.018700
Age 60+All,0.003418,0.005832,1.003423848,0.992019296,1.014960,0.011001,0.049278,1.001100705,0.991478131,1.010817,0.001429,0.000705,1.018459509,1.000604343,1.036633,0.000342,0.000717,1.002225473,0.99311225,1.011422
Age 60+ Female,-0.00095,0.007342,0.999050451,0.984776743,1.013531,-0.001396,0.06173,0.99986041,0.987835908,1.012031,0.000953,0.000885,1.012273104,0.990045398,1.035000,0.000303,0.000901,1.001971441,0.99053583,1.013539
Age 60+ Male,0.008204,0.006971,1.008237745,0.994555714,1.022108,0.024772,0.05925,1.002480271,0.990905805,1.014190,0.00196,0.000846,1.025405352,1.003871025,1.047402,0.00038,0.000858,1.002473053,0.991574773,1.013491
All: LAG 7,0.006418,0.004691,1.006438639,0.997227491,1.015735,0.003099,0.039452,1.000309948,0.992604788,1.008075,0.00168,0.000567,1.021736877,1.007305661,1.036375,0.001195,0.000571,1.007797745,1.000493082,1.015156
Female,0.003564,0.005382,1.003570359,0.993039616,1.014213,-0.020655,0.045109,0.997936632,0.9891524,1.006799,0.001885,0.000648,1.024421435,1.007902034,1.041212,0.000687,0.000657,1.004475485,0.996102933,1.012918
Male,0.009137,0.004863,1.00917887,0.999605598,1.018844,0.026163,0.041029,1.002619725,0.994589307,1.010715,0.001478,0.00059,1.019098487,1.004124964,1.034295,0.001678,0.000591,1.010966698,1.003383371,1.018607
Warm All,0.006869,0.004851,1.006892646,0.997364519,1.016512,0.02084,0.040138,1.002086173,0.994233642,1.010001,0.000439,0.000632,1.005635017,0.989815798,1.021707,0.002113,0.000593,1.013829252,1.006198814,1.021518
Warm Female,0.00434,0.005355,1.004349431,0.993863108,1.014946,0.003074,0.044135,1.000307447,0.991691647,1.008998,0.000815,0.000696,1.010486603,0.992995399,1.028286,0.001489,0.000657,1.009725488,1.001309176,1.018213
Warm Male,0.009257,0.005087,1.009299979,0.999286734,1.019414,0.037974,0.042257,1.003804619,0.99552507,1.012153,0.000073,0.000666,1.000934837,0.984349553,1.017800,0.002695,0.00062,1.017671831,1.009665108,1.025742
Cold All,-0.001541,0.00587,0.998460187,0.987038533,1.010014,-0.017979,0.050553,0.998203715,0.988361964,1.008143,0.002732,0.000628,1.035588226,1.019400119,1.052033,-0.001312,0.000718,0.99150826,0.982479972,1.000620
Cold Female,-0.004884,0.006669,0.995127907,0.982204995,1.008221,-0.050263,0.057321,0.994986311,0.983870284,1.006228,0.002676,0.000713,1.034846183,1.016499697,1.053524,-0.001546,0.000815,0.990001322,0.979775221,1.000334
Cold Male,0.001744,0.005937,1.001745522,0.99015625,1.013470,0.013942,0.051228,1.001395172,0.991390785,1.011501,0.002791,0.000636,1.036370598,1.019965529,1.053040,-0.001083,0.000727,0.992985219,0.98383067,1.002225
Age 0-10 All,0.013208,0.006443,1.013295611,1.000579888,1.026173,0.035072,0.052644,1.003513357,0.993212118,1.013921,0.001154,0.000787,1.014880833,0.995039289,1.035118,0.002456,0.000773,1.016092105,1.006134721,1.026148
Age 0-10 Female,0.011313,0.0081,1.011377234,0.995447395,1.027562,-0.003582,0.065526,0.999641864,0.986885459,1.012563,0.000976,0.000983,1.012571161,0.987905035,1.037853,0.002286,0.000971,1.014969944,1.002491559,1.027604
Age 0-10 Male,0.014459,0.007073,1.014564037,1.000596098,1.028727,0.062279,0.058178,1.006247334,0.994838379,1.017787,0.001284,0.000867,1.016571001,0.994698009,1.038925,0.002566,0.000849,1.016818871,1.005879959,1.027877
Age 11-60 All,0.0047,0.005309,1.004711062,0.994310606,1.015220,-0.00953,0.045123,0.999047454,0.990250727,1.007922,0.001742,0.00064,1.022548049,1.006260797,1.039099,0.001048,0.00065,1.006835254,0.998532078,1.015207
Age 11-60 Female,0.004132,0.006152,1.004140548,0.992105407,1.016322,-0.002618,0.052141,0.999738234,0.989573303,1.010008,0.002052,0.000741,1.026613581,1.007704923,1.045877,0.000693,0.000754,1.004514661,0.99491153,1.014210
Age 11-60 Male,0.005294,0.005862,1.005308038,0.993823633,1.016925,-0.017248,0.04998,0.998276687,0.988545231,1.008104,0.001398,0.000709,1.018055464,1.000107014,1.036326,0.001428,0.000716,1.009325211,1.000160173,1.018574
Age 60+All,0.002531,0.005821,1.002534206,0.991161134,1.014038,-0.00907,0.049446,0.999093411,0.989457549,1.008823,0.002144,0.000701,1.027823233,1.009905247,1.046059,0.000056,0.000714,1.000364066,0.991305656,1.009505
Age 60+ Female,-0.004533,0.007332,0.995477259,0.981273835,1.009886,-0.076906,0.061969,0.992338897,0.980358925,1.004465,0.002321,0.000879,1.030154509,1.007685834,1.053124,-0.000771,0.000901,0.995001037,0.98364498,1.006488
Age 60+ Male,0.010243,0.006957,1.010295639,0.996613029,1.024166,0.066664,0.059428,1.00668867,0.995030899,1.018483,0.001951,0.000842,1.025287232,1.00385612,1.047176,0.000956,0.000853,1.006233347,0.995357589,1.017228
All: LAG 8,0.010045,0.004673,1.01009562,1.000886313,1.019390,0.004522,0.039317,1.000452302,0.992772314,1.008192,0.001535,0.000565,1.019842292,1.005488286,1.034401,0.001432,0.000569,1.009351454,1.002061061,1.016695
Female,0.008965,0.005368,1.009005306,0.99844493,1.019677,-0.00626,0.045011,0.999374196,0.990596338,1.008230,0.001301,0.000647,1.016792231,1.000420953,1.033431,0.001378,0.000654,1.008997234,1.000625235,1.017439
Male,0.011076,0.004843,1.011137566,1.001584975,1.020781,0.015063,0.040873,1.001507435,0.993516302,1.009563,0.001765,0.000587,1.022849132,1.007896357,1.038024,0.001483,0.00059,1.00968611,1.002125155,1.017304
Warm All,0.012524,0.00483,1.012602754,1.003061878,1.022234,0.009932,0.040146,1.000993693,0.993148166,1.008901,0.000842,0.000629,1.010835888,0.995009741,1.026914,0.002566,0.000588,1.016818871,1.009230218,1.024465
Warm Female,0.012378,0.005335,1.012454925,1.001923247,1.023097,0.004422,0.044211,1.000442298,0.991810562,1.009149,0.000589,0.000694,1.007567691,0.990176695,1.025264,0.002398,0.000651,1.015709111,1.007319921,1.024168
Warm Male,0.012663,0.005066,1.012743515,1.00273738,1.022850,0.015299,0.042222,1.001531071,0.993277089,1.009854,0.001085,0.000661,1.013984886,0.997308461,1.030940,0.002725,0.000616,1.017870297,1.009913476,1.025890
Cold All,0.000739,0.00587,1.000739273,0.989291548,1.012319,0.014746,0.050364,1.001475688,0.99163841,1.011411,0.002065,0.000629,1.026784424,1.010708579,1.043116,-0.001134,0.000721,0.992656099,0.983579766,1.001816
Cold Female,-0.002335,0.006666,0.997667724,0.984717619,1.010788,-0.001849,0.057011,0.999815117,0.988705214,1.011050,0.001815,0.000714,1.023503965,1.00533334,1.042003,-0.00096,0.000817,0.993779428,0.983489242,1.004177
Cold Male,0.00378,0.005937,1.003787153,0.992174262,1.015536,0.031236,0.051106,1.003128484,0.993130527,1.013227,0.002319,0.000637,1.030128138,1.013796449,1.046723,-0.001311,0.000732,0.991514705,0.982311138,1.000805
Age 0-10 All,0.020499,0.00641,1.020710548,1.007966969,1.033615,0.043732,0.052417,1.004382776,0.994116842,1.014755,0.000936,0.000784,1.012052857,0.992341287,1.032156,0.002895,0.000769,1.018995665,1.009061247,1.029028
Age 0-10 Female,0.022351,0.008063,1.022602655,1.006569002,1.038892,0.049142,0.065371,1.004926294,0.992132595,1.017885,-0.000427,0.000981,0.994549309,0.970370882,1.019330,0.003124,0.000966,1.020513569,1.008031239,1.033150
Age 0-10 Male,0.01923,0.007039,1.019416087,1.005448349,1.033578,0.04001,0.057854,1.004009015,0.992688476,1.015459,0.001891,0.000864,1.024500114,1.002531968,1.046950,0.002736,0.000846,1.017943077,1.007030559,1.028974
Age 11-60 All,0.007538,0.005292,1.007566482,0.997169693,1.018072,-0.002606,0.044985,0.999739434,0.990963418,1.008593,0.001701,0.000638,1.022011557,1.005783315,1.038502,0.001183,0.000647,1.00771914,0.999446873,1.016060
Age 11-60 Female,0.006621,0.006135,1.006642967,0.994610973,1.018821,-0.00112,0.05196,0.999888006,0.989756664,1.010123,0.001652,0.000739,1.021370752,1.002608965,1.040484,0.001183,0.00075,1.00771914,0.998136239,1.017394
Age 11-60 Male,0.008528,0.005849,1.008564467,0.997068266,1.020193,-0.004402,0.049923,0.999559897,0.989826991,1.009389,0.001756,0.000706,1.022731307,1.004776041,1.041007,0.001181,0.000716,1.00770604,0.998555704,1.016940
Age 60+All,0.003934,0.005811,1.003941748,0.992572164,1.015442,-0.027392,0.049376,0.997264548,0.987659876,1.006963,0.001843,0.000697,1.023870854,1.006122732,1.041932,0.000298,0.000713,1.001938877,0.992878856,1.011082
Age 60+ Female,0.002443,0.007322,1.002445987,0.988162501,1.016936,-0.069988,0.061917,0.993025635,0.981047371,1.005150,0.002031,0.000877,1.026337664,1.004002613,1.049170,0.000237,0.000897,1.001541687,0.990161438,1.013053
Age 60+ Male,0.005576,0.00695,1.005591575,0.991986282,1.019383,0.020602,0.059377,1.002062324,0.990468028,1.013792,0.001634,0.000836,1.021135456,0.999941634,1.042778,0.000365,0.000853,1.002375317,0.991541258,1.013328
All: LAG 9,0.012851,0.004671,1.012933929,1.003702678,1.022250,-0.005405,0.039214,0.999459646,0.991807301,1.007171,0.001775,0.000563,1.022980065,1.008632503,1.037532,0.001121,0.000571,1.007313111,1.00001196,1.014668
Female,0.015432,0.005366,1.015551688,1.004926737,1.026289,-0.00761,0.044899,0.999239289,0.990484359,1.008072,0.001715,0.000646,1.022194718,1.005761687,1.038896,0.001467,0.000655,1.009581108,1.001191509,1.018041
Male,0.010345,0.004847,1.010398695,1.000845237,1.020043,-0.003251,0.040799,0.999674953,0.991712826,1.007701,0.001833,0.000585,1.023739807,1.008824629,1.038876,0.000786,0.000592,1.005122073,0.997569878,1.012731
Warm All,0.013474,0.004864,1.013565183,1.003948334,1.023274,-0.010854,0.040223,0.998915189,0.991070994,1.006821,0.001267,0.00063,1.016349819,1.000412245,1.032541,0.002176,0.000593,1.0142445,1.006610936,1.021936
Warm Female,0.015392,0.005369,1.015511067,1.004880632,1.026254,-0.021229,0.04423,0.997879352,0.989266044,1.006568,0.001398,0.000695,1.018055464,1.000458345,1.035962,0.002358,0.000656,1.015445061,1.006993904,1.023967
Warm Male,0.011648,0.005103,1.011716102,1.001647476,1.021886,-0.000783,0.042348,0.999921703,0.991656494,1.008256,0.001142,0.000661,1.01472496,0.998036362,1.031693,0.002002,0.000622,1.013098038,1.00510169,1.021158
Cold All,0.007265,0.00584,1.007291454,0.99582733,1.018888,0.020861,0.050115,1.002088277,0.992293409,1.011980,0.002231,0.000628,1.028968455,1.012883826,1.045309,-0.001193,0.000721,0.992275489,0.983202636,1.001432
Cold Female,0.010827,0.006644,1.010885824,0.997807168,1.024136,0.033228,0.056893,1.003328327,0.992202333,1.014579,0.001888,0.000715,1.024460774,1.006247917,1.043003,-0.00055,0.000818,0.996431383,0.986101173,1.006870
Cold Male,0.00374,0.0059,1.003747003,0.992206528,1.015422,0.008488,0.050738,1.00084916,0.990945394,1.010852,0.002574,0.000635,1.033495969,1.017161922,1.050092,-0.00184,0.00073,0.988111237,0.978964205,0.997344
Age 0-10 All,0.025942,0.006408,1.026281422,1.013472264,1.039252,0.020298,0.052572,1.002031861,0.991759826,1.012410,0.0017,0.000783,1.021998475,1.002118337,1.042273,0.00279,0.000773,1.018300438,1.008321412,1.028378
Age 0-10 Female,0.030428,0.008062,1.030895663,1.01473397,1.047315,0.001263,0.065672,1.000126308,0.987335467,1.013083,0.001494,0.00098,1.01930722,0.994551855,1.044679,0.0032,0.00097,1.021017828,1.008477936,1.033714
Age 0-10 Male,0.022901,0.007041,1.023165241,1.009142177,1.037383,0.033837,0.057975,1.003389431,0.992052351,1.014856,0.00184,0.000862,1.023831539,1.001928,1.046214,0.002513,0.000851,1.016468637,1.005507873,1.027549
Age 11-60 All,0.012685,0.00529,1.012765796,1.002319285,1.023321,0.008172,0.044846,1.000817534,0.992059081,1.009653,0.001934,0.000636,1.025064154,1.008838059,1.041551,0.000974,0.000649,1.006351083,0.998064615,1.014706
Age 11-60 Female,0.016823,0.006139,1.016965304,1.004802053,1.029276,0.029984,0.05182,1.0030029,0.99286724,1.013242,0.001692,0.00074,1.021893828,1.003097267,1.041043,0.001558,0.000753,1.010178452,1.000533922,1.019916
Age 11-60 Male,0.008191,0.005849,1.008224638,0.996732311,1.019849,-0.015915,0.049787,0.998409766,0.988714413,1.008200,0.002197,0.000703,1.028520745,1.010539893,1.046822,0.000339,0.000718,1.002205929,0.993080233,1.011415
Age 60+All,-0.001536,0.005823,0.998465179,0.987134399,1.009926,-0.06581,0.049145,0.993440607,0.98391731,1.003056,0.001506,0.000698,1.019463797,1.001766935,1.037473,-0.00048,0.000715,0.996884862,0.987845372,1.006007
Age 60+ Female,-0.000656,0.007329,0.999344215,0.98509141,1.013803,-0.096935,0.061624,0.990353331,0.978463491,1.002388,0.001939,0.000877,1.02512976,1.002820996,1.047935,-0.000265,0.000899,0.998278983,0.98691066,1.009778
Age 60+ Male,-0.002537,0.006983,0.997466215,0.983907215,1.011212,-0.031222,0.059183,0.996882669,0.985385772,1.008514,0.001024,0.000839,1.013193476,0.992089819,1.034746,-0.000724,0.000858,0.995305056,0.984484702,1.006244
All: LAG 10,0.010506,0.0047,1.010561382,1.001294838,1.019914,-0.035949,0.039719,0.996411554,0.988684681,1.004199,0.001745,0.000567,1.022587316,1.008144088,1.037237,0.000552,0.000574,1.003594445,0.996282168,1.010960
Female,0.011125,0.005391,1.011187113,1.000558796,1.021928,-0.025892,0.04534,0.997414149,0.988589756,1.006317,0.001649,0.000649,1.021331533,1.004836747,1.038097,0.000535,0.000659,1.003483554,0.995093914,1.011944
Male,0.00989,0.004882,1.009939068,1.000321332,1.019649,-0.045776,0.041431,0.995432861,0.987382204,1.003549,0.001838,0.000591,1.023805329,1.008737342,1.039098,0.000567,0.000596,1.0036923,0.996100085,1.011342
Warm All,0.011097,0.004903,1.0111588,1.001488226,1.020923,-0.066703,0.040813,0.993351897,0.985437427,1.001330,0.001733,0.000634,1.022430259,1.006296347,1.038823,0.001636,0.000598,1.010690742,1.003020031,1.018420
Warm Female,0.011065,0.005415,1.011126444,1.000451702,1.021915,-0.079226,0.044842,0.992108701,0.983427233,1.000867,0.002222,0.000699,1.028849924,1.010964765,1.047051,0.001539,0.000661,1.010053702,1.001583613,1.018595
Warm Male,0.011131,0.005142,1.01119318,1.001053234,1.021436,-0.054588,0.04301,0.994556072,0.986207244,1.002976,0.001267,0.000667,1.016349819,0.999484037,1.033500,0.001728,0.000626,1.011295316,1.003262069,1.019393
Cold All,0.005638,0.005856,1.005653923,0.994177258,1.017263,0.041497,0.05052,1.004158322,0.994264292,1.014151,0.001724,0.000632,1.022312482,1.006230916,1.038651,-0.001637,0.000722,0.98941591,0.980356714,0.998559
Cold Female,0.006405,0.006639,1.006425556,0.993414341,1.019607,0.092532,0.057037,1.009296143,0.998075802,1.020643,0.000846,0.000716,1.010887644,0.99289118,1.029210,-0.001594,0.000817,0.98969249,0.979444622,1.000048
Cold Male,0.004876,0.005933,1.004887907,0.993270068,1.016642,-0.009337,0.051387,0.999066736,0.989054788,1.009180,0.002597,0.000641,1.033800275,1.017308274,1.050560,-0.001676,0.000733,0.989165125,0.979970882,0.998446
Age 0-10 All,0.024805,0.006449,1.025115204,1.012239254,1.038155,-0.009709,0.05341,0.999029571,0.98862592,1.009543,0.001507,0.000789,1.019476846,0.999495295,1.039858,0.002497,0.000778,1.01636293,1.006338786,1.026487
Age 0-10 Female,0.028182,0.008078,1.028582869,1.012425685,1.044998,-0.005759,0.066364,0.999424266,0.986508592,1.012509,0.001479,0.000983,1.019111531,0.994286083,1.044557,0.002802,0.000971,1.018379868,1.00585956,1.031056
Age 0-10 Male,0.022474,0.007099,1.022728443,1.008596701,1.037058,-0.012388,0.059061,0.998761967,0.987267003,1.010391,0.001524,0.000871,1.019698709,0.997658298,1.042226,0.002288,0.000858,1.014983138,1.003948856,1.026139
Age 11-60 All,0.011612,0.005321,1.011679681,1.00118354,1.022286,-0.0288,0.04538,0.997124143,0.988294568,1.006033,0.002298,0.00064,1.029851276,1.013447698,1.046520,0.000464,0.000653,1.003020553,0.994710817,1.011400
Age 11-60 Female,0.01404,0.006181,1.014139024,1.001927094,1.026500,0.009741,0.052409,1.000974575,0.990745029,1.011310,0.002177,0.000743,1.028257477,1.009267899,1.047604,0.000686,0.000758,1.004468956,0.994815566,1.014216
Age 11-60 Male,0.008993,0.005875,1.009033559,0.997481178,1.020720,-0.071314,0.050395,0.992893968,0.983135013,1.002750,0.002431,0.000708,1.031605988,1.013444066,1.050093,0.000223,0.00072,1.001450551,0.992306448,1.010679
Age 60+All,-0.008208,0.005845,0.991825594,0.980527879,1.003253,-0.082565,0.049622,0.991777491,0.982178307,1.001470,0.000765,0.000702,1.009840098,0.992210719,1.027783,-0.001514,0.000717,0.990207264,0.981203323,0.999294
Age 60+ Female,-0.010343,0.007361,0.989710305,0.975533713,1.004093,-0.121873,0.06217,0.987886664,0.975921994,0.999998,0.000613,0.000884,1.007877264,0.985770814,1.030479,-0.001841,0.000904,0.988104814,0.976790131,0.999551
Age 60+ Male,-0.00592,0.007009,0.994097489,0.980534312,1.007848,-0.038461,0.059829,0.996161287,0.984548042,1.007912,0.000934,0.000842,1.012026949,0.99087301,1.033632,-0.00116,0.00086,0.992488354,0.981673609,1.003422
All: LAG 11,0.00851,0.004715,1.008546313,0.999268867,1.017910,-0.049748,0.040186,0.995037554,0.987230969,1.002906,0.00106,0.000567,1.013660463,0.99934332,1.028183,0.000498,0.000574,1.003242245,0.995932535,1.010606
Female,0.00721,0.005415,1.007236055,0.996602385,1.017983,-0.060181,0.045971,0.993999972,0.985083947,1.002997,0.001226,0.00065,1.015816579,0.999385789,1.032518,0.000409,0.00066,1.002662037,0.994266599,1.011128
Male,0.009747,0.00489,1.009794657,1.000162613,1.019519,-0.039509,0.041824,0.996056895,0.98792509,1.004256,0.000897,0.00059,1.011547767,0.996685186,1.026632,0.000584,0.000595,1.003803214,0.996222851,1.011441
Warm All,0.013182,0.004922,1.013269266,1.003541135,1.023092,-0.067353,0.041434,0.993287331,0.985253447,1.001387,0.001803,0.000633,1.023346767,1.007223662,1.039728,0.001753,0.000598,1.011459665,1.003783118,1.019195
Warm Female,0.013286,0.005437,1.013374651,1.00263294,1.024231,-0.070896,0.045577,0.992935472,0.984104988,1.001845,0.001863,0.000698,1.024132999,1.006355084,1.042225,0.001936,0.000662,1.012663512,1.004158744,1.021240
Warm Male,0.013105,0.00516,1.013191247,1.002995879,1.023490,-0.063814,0.043595,0.993638918,0.985184821,1.002166,0.001745,0.000664,1.022587316,1.005693716,1.039765,0.001582,0.000626,1.010336052,1.002310425,1.018426
Cold All,-0.003423,0.005857,0.996582852,0.985207776,1.008089,-0.001464,0.050806,0.999853611,0.989946502,1.009860,0.000132,0.000633,1.001691028,0.985909115,1.017726,-0.001985,0.000721,0.98718038,0.978154115,0.996290
Cold Female,-0.007847,0.006644,0.992183707,0.979347016,1.005189,-0.021405,0.057476,0.997861789,0.986683661,1.009167,0.000405,0.000718,1.00519746,0.987252759,1.023468,-0.002543,0.000816,0.983606363,0.973433915,0.993885
Cold Male,0.000927,0.00593,1.00092743,0.989361197,1.012629,0.018614,0.051575,1.001863133,0.991786616,1.012042,-0.000144,0.000642,0.998158498,0.98221044,1.014366,-0.001425,0.000731,0.990780265,0.98159602,1.000050
Age 0-10 All,0.020845,0.006474,1.021063774,1.00818931,1.034103,-0.022009,0.054095,0.99780152,0.987278096,1.008437,0.001205,0.000791,1.015543564,0.995589149,1.035898,0.002095,0.000777,1.01371064,1.003725442,1.023795
Age 0-10 Female,0.016346,0.008133,1.016480327,1.000405402,1.032814,-0.054346,0.067353,0.994580141,0.981536785,1.007797,0.001144,0.000988,1.014750937,0.98990753,1.040218,0.001871,0.000976,1.012235752,0.999727297,1.024901
Age 0-10 Male,0.023884,0.007105,1.024171507,1.010007948,1.038534,0.000807,0.059698,1.000080703,0.988447145,1.011851,0.001244,0.000871,1.01605065,0.994089091,1.038497,0.002249,0.000852,1.014725873,1.003771113,1.025800
Age 11-60 All,0.007776,0.005344,1.007806312,0.997305397,1.018418,-0.052585,0.045951,0.994755302,0.985836366,1.003755,0.001209,0.000639,1.015595561,0.999444123,1.032008,0.000433,0.000654,1.002818464,0.994497733,1.011209
Age 11-60 Female,0.008076,0.006212,1.008108699,0.995908872,1.020458,-0.041094,0.053227,0.995899032,0.985563331,1.006343,0.001423,0.000742,1.018381294,0.999599184,1.037516,0.00065,0.000759,1.004233938,0.994570135,1.013992
Age 11-60 Male,0.007436,0.005898,1.007463716,0.995884412,1.019178,-0.065185,0.050899,0.993502699,0.983640589,1.003464,0.000974,0.000706,1.01254524,0.994768803,1.030639,0.000197,0.000722,1.00128132,0.992113483,1.010534
Age 60+All,-0.004,0.005853,0.996007989,0.984647195,1.007500,-0.076859,0.050097,0.992343561,0.982647409,1.002135,0.000549,0.000702,1.007051949,0.989471244,1.024945,-0.001233,0.000716,0.99201753,0.983009652,1.001108
Age 60+ Female,-0.00288,0.007364,0.997124143,0.982835576,1.011620,-0.106805,0.062687,0.989376334,0.977294585,1.001607,0.000848,0.000883,1.010913523,0.988765282,1.033558,-0.001431,0.000902,0.990741625,0.979421703,1.002192
Age 60+ Male,-0.005278,0.007026,0.994735904,0.981131325,1.008529,-0.043257,0.060518,0.995683642,0.983943081,1.007564,0.000224,0.000844,1.002871314,0.981859485,1.024333,-0.001013,0.000859,0.99343713,0.982624565,1.004369
All: LAG 12,0.013547,0.004704,1.013639176,1.004336536,1.023028,-0.008235,0.040327,0.999176839,0.991310383,1.007106,0.000477,0.000568,1.006124277,0.991888692,1.020564,0.000752,0.000573,1.004899966,0.997590887,1.012263
Female,0.011673,0.005412,1.011741395,1.001066048,1.022531,-0.029623,0.0462,0.997042083,0.988054422,1.006111,0.000627,0.000651,1.008057891,0.991727717,1.024657,0.000606,0.000659,1.003946768,0.995553256,1.012411
Male,0.015337,0.004869,1.015455215,1.005810576,1.025192,0.012549,0.041896,1.001255688,0.993067426,1.009511,0.000332,0.00059,1.004258642,0.98950316,1.019234,0.000892,0.000592,1.005814841,0.99825744,1.013429
Warm All,0.018637,0.004892,1.018811753,1.009089743,1.028627,-0.039868,0.041611,0.996021137,0.987930867,1.004178,0.001499,0.000631,1.019372457,1.003362312,1.035638,0.001842,0.000595,1.012044963,1.004402362,1.019746
Warm Female,0.014788,0.005418,1.014897883,1.004177421,1.025733,-0.066361,0.04582,0.99338587,0.98450449,1.002347,0.001883,0.000696,1.024395211,1.006663253,1.042440,0.001717,0.00066,1.011223011,1.002755891,1.019762
Warm Male,0.022271,0.005116,1.02252085,1.0123189,1.032826,-0.014411,0.043741,0.998559938,0.99003564,1.007158,0.001133,0.000663,1.01460807,0.997871325,1.031626,0.001958,0.000622,1.012808333,1.004814272,1.020866
Cold All,0.001668,0.005887,1.001669392,0.990178034,1.013294,0.066342,0.050911,1.006656255,0.99666123,1.016752,-0.000812,0.000635,0.989660227,0.974018989,1.005553,-0.001322,0.000723,0.991443814,0.982353535,1.000618
Cold Female,0.002494,0.006671,1.002497113,0.989474624,1.015691,0.055397,0.057566,1.005555073,0.994273225,1.016965,-0.000902,0.000719,0.988520795,0.970849447,1.006514,-0.001489,0.000818,0.990368186,0.980100835,1.000743
Cold Male,0.0008,0.005963,1.00080032,0.989171574,1.012566,0.077091,0.05168,1.007738892,0.997582746,1.017998,-0.000728,0.000644,0.990724882,0.97484668,1.006862,-0.001154,0.000733,0.992527062,0.983301571,1.001839
Age 0-10 All,0.019115,0.006463,1.019298861,1.00646835,1.032293,-0.009987,0.054375,0.999001799,0.98841147,1.009706,0.000022,0.000792,1.00028164,0.980602504,1.020356,0.001754,0.000775,1.011466239,1.001528667,1.021502
Age 0-10 Female,0.011169,0.008114,1.011231606,0.99527675,1.027442,-0.058786,0.06763,0.994138645,0.981047815,1.007404,0.000022,0.000988,1.00028164,0.975792474,1.025385,0.000938,0.000974,1.006115625,0.993708117,1.018678
Age 0-10 Male,0.024474,0.007093,1.024775947,1.010627798,1.039122,0.023942,0.060031,1.002397068,0.990671903,1.014261,0.000025,0.000873,1.000320051,0.978649397,1.022471,0.002307,0.000849,1.015108497,1.004187985,1.026148
Age 11-60 All,0.013354,0.00532,1.013443563,1.002931087,1.024066,-0.026592,0.046027,0.997344333,0.98838746,1.006382,0.000704,0.000639,1.009051923,0.993004551,1.025359,0.00064,0.000651,1.004168665,0.995874792,1.012532
Age 11-60 Female,0.013953,0.006194,1.014050797,1.001814404,1.026437,-0.0289,0.053364,0.997114172,0.986739363,1.007598,0.000921,0.000743,1.011858562,0.993171835,1.030897,0.000795,0.000757,1.005180875,0.995533325,1.014922
Age 11-60 Male,0.012694,0.005864,1.012774911,1.001201281,1.024482,-0.024156,0.050936,0.997587315,0.987677496,1.007597,0.000469,0.000705,1.006021255,0.988384151,1.023973,0.000469,0.000718,1.003053151,0.99391974,1.012270
Age 60+All,0.00753,0.005867,1.007558422,0.996038547,1.019212,0.032772,0.050305,1.003282576,0.993439038,1.013224,0.000485,0.000702,1.00622731,0.988661001,1.024106,-0.000176,0.000718,0.998856654,0.989761454,1.008035
Age 60+ Female,0.007003,0.007402,1.007027578,0.992523172,1.021744,-0.005254,0.063258,0.999474738,0.987159188,1.011944,0.00052,0.000884,1.0066782,0.98459805,1.029254,-0.000094,0.000905,0.999389187,0.987932701,1.010979
Age 60+ Male,0.00811,0.007017,1.008142975,0.994372574,1.022104,0.075354,0.060374,1.007563863,0.995711319,1.019557,0.000443,0.00084,1.005686507,0.984714507,1.027105,-0.000264,0.000858,0.998285471,0.987432716,1.009258
All: LAG 13,0.015009,0.004705,1.015122201,1.005803978,1.024527,-0.010694,0.040121,0.998931172,0.991106666,1.006817,0.000263,0.000568,1.003372073,0.989175428,1.017772,0.000907,0.000571,1.005912913,0.99862191,1.013257
Female,0.016296,0.005402,1.016429504,1.005724402,1.027249,-0.02816,0.045883,0.997187961,0.988260385,1.006196,0.000499,0.00065,1.006407642,0.990129041,1.022954,0.001097,0.000656,1.007155983,0.998773812,1.015608
Male,0.01376,0.004882,1.013855105,1.004200076,1.023603,0.006441,0.041755,1.000644307,0.992488474,1.008867,0.000033,0.000591,1.000422489,0.985698642,1.015366,0.000724,0.000593,1.004717091,0.997155234,1.012336
